edge_key,layer,head,decision,confidence,rationale,recommended_density_pct,expected_retained_mass,must_be_dense_steps,block_size_limitation
P->R1,16,23,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=27,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,16,23,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,16,23,DENSE,0.3333333333333333,DENSE: entropy=0.86>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,16,23,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,16,23,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,16,23,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,16,23,DENSE,0.3333333333333333,DENSE: entropy=0.78>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,16,23,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.025<0.03; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,16,23,DENSE,0.3333333333333333,DENSE: entropy=0.93>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,16,23,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,16,23,DENSE,0.7666666666666666,DENSE: entropy=0.93>0.7; max_block=0.020<0.03; many_blocks_above_0.01=25,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,16,23,DENSE,0.3333333333333333,DENSE: entropy=0.88>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,0,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,0,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=28,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,0,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,0,DENSE,0.3333333333333333,DENSE: entropy=0.86>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,0,DENSE,0.6,DENSE: entropy=0.95>0.7; max_block=0.019<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,17,0,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,17,0,DENSE,0.7666666666666666,DENSE: entropy=0.91>0.7; max_block=0.025<0.03; many_blocks_above_0.01=26,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,0,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=25,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,0,DENSE,0.3333333333333333,DENSE: entropy=0.89>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,0,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,17,0,DENSE,0.3333333333333333,DENSE: entropy=0.89>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,0,DENSE,0.3333333333333333,DENSE: entropy=0.90>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,17,0,DENSE,0.5,DENSE: entropy=0.79>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,0,DENSE,0.6,DENSE: entropy=0.91>0.7; max_block=0.026<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,1,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=27,,,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,1,DENSE,0.3333333333333333,DENSE: entropy=0.87>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,1,DENSE,0.7666666666666666,DENSE: entropy=0.89>0.7; max_block=0.027<0.03; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,1,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,1,DENSE,0.3333333333333333,DENSE: entropy=0.76>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,1,DENSE,0.7666666666666666,DENSE: entropy=0.85>0.7; max_block=0.029<0.03; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,1,DENSE,0.3333333333333333,DENSE: entropy=0.88>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,1,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.026<0.03; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,1,DENSE,0.5,DENSE: entropy=0.87>0.7; many_blocks_above_0.01=25,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,2,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=28,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,2,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=22,,,"[15, 16, 17, 18, 19, 20]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,2,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,2,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,2,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,2,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,2,DENSE,0.3333333333333333,DENSE: entropy=0.83>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,2,DENSE,0.5,DENSE: entropy=0.83>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,2,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,2,DENSE,0.5,DENSE: entropy=0.85>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,2,DENSE,0.5,DENSE: entropy=0.79>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,17,3,DENSE,0.3333333333333333,DENSE: entropy=0.90>0.7,,,"[6, 7, 8, 9, 15, 16, 17, 18]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,3,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,3,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,3,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=30,,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,3,DENSE,0.3333333333333333,DENSE: entropy=0.87>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,3,DENSE,0.7666666666666666,DENSE: entropy=0.87>0.7; max_block=0.028<0.03; many_blocks_above_0.01=35,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,3,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,3,DENSE,0.3333333333333333,DENSE: entropy=0.90>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,3,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,3,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,3,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,5,DENSE,0.5,DENSE: entropy=1.00>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,5,DENSE,0.5,DENSE: entropy=0.74>0.7; many_blocks_above_0.01=20,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,5,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,6,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=26,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,6,DENSE,0.5,DENSE: entropy=0.84>0.7; many_blocks_above_0.01=20,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,6,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=32,,,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,6,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,6,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,6,DENSE,0.5,DENSE: entropy=0.85>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,6,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,6,DENSE,0.5,DENSE: entropy=0.82>0.7; many_blocks_above_0.01=35,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,7,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,7,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,7,DENSE,0.5,DENSE: entropy=0.91>0.7; many_blocks_above_0.01=26,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,8,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,8,DENSE,0.3333333333333333,DENSE: entropy=0.77>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,8,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,8,DENSE,0.5,DENSE: entropy=0.83>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,8,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,8,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.030<0.03; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,9,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,9,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=24,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,9,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=34,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,9,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,10,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,10,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=27,,,"[19, 20]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,10,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=33,,,"[21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,10,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,10,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,17,10,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,10,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,10,DENSE,0.7666666666666666,DENSE: entropy=0.91>0.7; max_block=0.024<0.03; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,17,10,DENSE,0.3333333333333333,DENSE: entropy=0.92>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,10,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,10,DENSE,0.7666666666666666,DENSE: entropy=0.89>0.7; max_block=0.024<0.03; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,11,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,11,DENSE,0.3333333333333333,DENSE: entropy=0.87>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,11,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,12,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,[0],block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,12,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=28,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,12,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,12,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,12,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,12,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,12,DENSE,0.3333333333333333,DENSE: entropy=0.85>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,12,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,17,12,DENSE,0.3333333333333333,DENSE: entropy=0.84>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,12,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,12,DENSE,0.5,DENSE: entropy=0.84>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,13,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,14,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,14,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=28,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,14,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,14,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,17,14,DENSE,0.3333333333333333,DENSE: entropy=0.79>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,17,14,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,14,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,14,DENSE,0.5,DENSE: entropy=0.79>0.7; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,14,DENSE,0.5,DENSE: entropy=0.85>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,17,14,DENSE,0.5,DENSE: entropy=0.82>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,14,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,14,DENSE,0.7666666666666666,DENSE: entropy=0.89>0.7; max_block=0.028<0.03; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,17,14,DENSE,0.5,DENSE: entropy=0.83>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,14,DENSE,0.7666666666666666,DENSE: entropy=0.88>0.7; max_block=0.026<0.03; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,15,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,"[0, 1, 2, 3]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,15,DENSE,0.3333333333333333,DENSE: entropy=0.85>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,15,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=31,,,"[22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,15,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,15,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,15,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,17,16,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=28,,,"[0, 1, 2]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,17,16,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=23,,,"[1, 2, 5, 20]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,17,16,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=34,,,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,16,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,17,16,DENSE,0.5,DENSE: entropy=0.79>0.7; many_blocks_above_0.01=25,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,17,16,DENSE,0.5,DENSE: entropy=0.87>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,16,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,17,16,DENSE,0.3333333333333333,DENSE: entropy=0.92>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,17,16,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,17,16,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,16,DENSE,0.6,DENSE: entropy=0.96>0.7; max_block=0.019<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,17,16,DENSE,0.3333333333333333,DENSE: entropy=0.79>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,17,16,DENSE,0.5,DENSE: entropy=0.87>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,17,DENSE,0.3333333333333333,DENSE: entropy=0.90>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,17,17,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=36,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,17,18,DENSE,0.3333333333333333,DENSE: entropy=0.89>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,17,18,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,17,18,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
